ds;city;pres;prcp
10.10.2023;Berlin;1017.5;1.1
11.10.2023;Berlin;1011;0.8
12.10.2023;Berlin;1011.8;2.9
13.10.2023;Berlin;1008.8;0.9
14.10.2023;Berlin;1005.1;1.9
15.10.2023;Berlin;1013.9;0
16.10.2023;Berlin;1019.7;0.1
17.10.2023;Berlin;1021.1;0
18.10.2023;Berlin;1014.8;0
19.10.2023;Berlin;1000.5;2.5
20.10.2023;Berlin;991.9;7
21.10.2023;Berlin;996.7;1.1
22.10.2023;Berlin;1007.4;0.9
23.10.2023;Berlin;1013.8;0.2
24.10.2023;Berlin;1006.3;10.4
25.10.2023;Berlin;1001.1;4
26.10.2023;Berlin;994.6;5
27.10.2023;Berlin;994.6;4.8
28.10.2023;Berlin;999.4;5.6
29.10.2023;Berlin;1000.1;4.4
30.10.2023;Berlin;1001.9;0.9
31.10.2023;Berlin;997.8;3.6
01.11.2023;Berlin;1005.1;0.2
02.11.2023;Berlin;992.4;3
03.11.2023;Berlin;986.4;0.3
04.11.2023;Berlin;988;1.3
05.11.2023;Berlin;980.7;5.1
06.11.2023;Berlin;998.9;0.5
07.11.2023;Berlin;1009.1;0
08.11.2023;Berlin;1011.3;0.2
09.11.2023;Berlin;1004.9;0.2
10.11.2023;Berlin;1000.1;0.3
11.11.2023;Berlin;1001.5;0.4
12.11.2023;Berlin;1006.5;0.5
13.11.2023;Berlin;1005.5;4.6
14.11.2023;Berlin;998.6;2.6
15.11.2023;Berlin;1008.1;2.6
16.11.2023;Berlin;1010.8;1.9
17.11.2023;Berlin;1014.3;0.3
18.11.2023;Berlin;1023;3
19.11.2023;Berlin;1007.6;11.5
20.11.2023;Berlin;1005.5;9.6
21.11.2023;Berlin;1015.5;0.8
22.11.2023;Berlin;1027.5;0
23.11.2023;Berlin;1009.7;4.4
24.11.2023;Berlin;997.8;3.2
25.11.2023;Berlin;1003.5;0.4
26.11.2023;Berlin;1011.5;0
27.11.2023;Berlin;1005.7;1.6
28.11.2023;Berlin;1001.2;0.7
29.11.2023;Berlin;1001.8;2.1
30.11.2023;Berlin;1003.7;0
01.12.2023;Berlin;1006.4;0
02.12.2023;Berlin;1010.7;0.1
03.12.2023;Berlin;1020;0.1
04.12.2023;Berlin;1017.3;0
05.12.2023;Berlin;1010;0.7
06.12.2023;Berlin;1012.2;2.2
07.12.2023;Berlin;1019.4;0
08.12.2023;Berlin;1014.3;0.5
09.12.2023;Berlin;1009.6;2
10.12.2023;Berlin;1001.6;6.8
11.12.2023;Berlin;997.6;14.3
12.12.2023;Berlin;1005.7;1.8
13.12.2023;Berlin;1000.7;6.6
14.12.2023;Berlin;1014.4;0.3
15.12.2023;Berlin;1030.1;0.2
16.12.2023;Berlin;1034.5;0
17.12.2023;Berlin;1032;0
18.12.2023;Berlin;1027.1;0
19.12.2023;Berlin;1016.1;7.2
20.12.2023;Berlin;1006.8;5.8
21.12.2023;Berlin;988.5;11.8
22.12.2023;Berlin;988.5;2.1
23.12.2023;Berlin;999.2;5.7
24.12.2023;Berlin;998.7;10.7
25.12.2023;Berlin;1000.8;7.7
26.12.2023;Berlin;1006.4;6
27.12.2023;Berlin;1019;0.1
28.12.2023;Berlin;1011.1;0
29.12.2023;Berlin;1006.5;2.6
30.12.2023;Berlin;1009.8;2
31.12.2023;Berlin;1007.1;0.3
01.01.2024;Berlin;1005;1.1
02.01.2024;Berlin;999.3;8.7
03.01.2024;Berlin;989.4;3.1
04.01.2024;Berlin;997;2
05.01.2024;Berlin;1005.6;3.4
06.01.2024;Berlin;1010.8;0.1
07.01.2024;Berlin;1022.7;0.1
08.01.2024;Berlin;1033.1;0
09.01.2024;Berlin;1037.4;0
10.01.2024;Berlin;1033.7;0
11.01.2024;Berlin;1030.2;0
12.01.2024;Berlin;1027.8;0.1
13.01.2024;Berlin;1014.7;2.2
14.01.2024;Berlin;1001.9;1
15.01.2024;Berlin;993.5;1.7
16.01.2024;Berlin;1004.6;1.4
17.01.2024;Berlin;996;0.8
18.01.2024;Berlin;996.6;0
19.01.2024;Berlin;1013.6;0
20.01.2024;Berlin;1024.6;0
21.01.2024;Berlin;1024.6;0
22.01.2024;Berlin;1010.1;2.8
23.01.2024;Berlin;1017.3;2.5
24.01.2024;Berlin;1010;5.5
25.01.2024;Berlin;1020.9;0
26.01.2024;Berlin;1021.2;3.5
27.01.2024;Berlin;1024.6;0
28.01.2024;Berlin;1010.1;0
29.01.2024;Berlin;1017.3;0
